1	1
2	0.5
3	0.333333
4	0.25
5	0.2
6	0.166667
7	0.142857
8	0.125
9	0.111111
10	0.1
11	0.0909091
12	0.0833333
13	0.0769231
14	0.0714286
15	0.0666667
16	0.0625
17	0.0588235
18	0.0555556
19	0.0526316
20	0.05
21	0.047619
22	0.0454545
23	0.0434783
24	0.0416667
25	0.04
26	0.0384615
27	0.037037
28	0.0357143
29	0.0344828
30	0.0333333
31	0.0322581
32	0.03125
33	0.030303
34	0.0294118
35	0.0285714
36	0.0277778
37	0.027027
38	0.0263158
39	0.025641
40	0.025
41	0.0243902
42	0.0238095
43	0.0232558
44	0.0227273
45	0.0222222
46	0.0217391
47	0.0212766
48	0.0208333
49	0.0204082
50	0.02
51	0.0196078
52	0.0192308
53	0.0188679
54	0.0185185
55	0.0181818
56	0.0178571
57	0.0175439
58	0.0172414
59	0.0169492
60	0.0166667
61	0.0163934
62	0.016129
63	0.015873
64	0.015625
65	0.0153846
66	0.0151515
67	0.0149254
68	0.0147059
69	0.0144928
70	0.0142857
71	0.0140845
72	0.0138889
73	0.0136986
74	0.0135135
75	0.0133333
76	0.0131579
77	0.012987
78	0.0128205
79	0.0126582
80	0.0125
81	0.0123457
82	0.0121951
83	0.0120482
84	0.0119048
85	0.0117647
86	0.0116279
87	0.0114943
88	0.0113636
89	0.011236
90	0.0111111
91	0.010989
92	0.0108696
93	0.0107527
94	0.0106383
95	0.0105263
96	0.0104167
97	0.0103093
98	0.0102041
99	0.010101
100	0.01
101	0.00990099
102	0.00980392
103	0.00970874
104	0.00961538
105	0.00952381
106	0.00943396
107	0.00934579
108	0.00925926
109	0.00917431
110	0.00909091
111	0.00900901
112	0.00892857
113	0.00884956
114	0.00877193
115	0.00869565
116	0.00862069
117	0.00854701
118	0.00847458
119	0.00840336
120	0.00833333
121	0.00826446
122	0.00819672
123	0.00813008
124	0.00806452
125	0.008
126	0.00793651
127	0.00787402
128	0.0078125
129	0.00775194
130	0.00769231
131	0.00763359
132	0.00757576
133	0.0075188
134	0.00746269
135	0.00740741
136	0.00735294
137	0.00729927
138	0.00724638
139	0.00719424
140	0.00714286
141	0.0070922
142	0.00704225
143	0.00699301
144	0.00694444
145	0.00689655
146	0.00684932
147	0.00680272
148	0.00675676
149	0.00671141
150	0.00666667
151	0.00662252
152	0.00657895
153	0.00653595
154	0.00649351
155	0.00645161
156	0.00641026
157	0.00636943
158	0.00632911
159	0.00628931
160	0.00625
161	0.00621118
162	0.00617284
163	0.00613497
164	0.00609756
165	0.00606061
166	0.0060241
167	0.00598802
168	0.00595238
169	0.00591716
170	0.00588235
171	0.00584795
172	0.00581395
173	0.00578035
174	0.00574713
175	0.00571429
176	0.00568182
177	0.00564972
178	0.00561798
179	0.00558659
180	0.00555556
181	0.00552486
182	0.00549451
183	0.00546448
184	0.00543478
185	0.00540541
186	0.00537634
187	0.00534759
188	0.00531915
189	0.00529101
190	0.00526316
191	0.0052356
192	0.00520833
193	0.00518135
194	0.00515464
195	0.00512821
196	0.00510204
197	0.00507614
198	0.00505051
199	0.00502513
200	0.005
